WorkOrderID,Department,Category,Priority,AssignedTeam,CreatedDate,DueDate,CompletedDate,Status,EstimatedHours,ActualHours,Cost
WO-0230,Procurement,Material Request,Medium,PROC-B,2026-07-31,2026-08-10,2026-08-16,Completed,10,8.3,384.75
WO-0231,Procurement,Vendor Follow-up,Low,PROC-B,2026-04-26,2026-05-13,,In Progress,7,1.8,92.6
WO-0232,Engineering,Drawing Revision,High,ENG-B,2026-06-25,2026-07-03,2026-07-05,Completed,12,11.1,717.18
WO-0233,Procurement,Material Request,Critical,PROC-B,2026-02-01,2026-02-04,2026-02-12,Completed,16,13.1,660.43
WO-0234,Engineering,Drawing Revision,Critical,ENG-B,2026-03-13,2026-03-19,2026-03-15,Completed,23,28.1,1759.2
WO-0235,Planning,Recovery Planning,Low,PLAN-B,2026-04-09,2026-04-23,,In Progress,20,20.9,1172.04
WO-0236,Engineering,Material Submittal,High,ENG-B,2026-05-03,2026-05-15,2026-05-24,Completed,19,15.6,1042.98
WO-0237,QA/QC,Quality Documentation,Medium,QA-C,2026-03-01,2026-03-09,2026-03-11,Completed,21,27.9,1598.49
WO-0238,Engineering,Drawing Revision,Medium,ENG-B,2026-04-01,2026-04-10,2026-04-14,Completed,30,37.7,2590.92
WO-0239,Construction,Punch List,High,CON-B,2026-05-19,2026-05-30,2026-06-02,Completed,24,28.6,1500.19
WO-0240,Construction,Site Rectification,Critical,CON-A,2026-07-26,2026-07-30,2026-07-27,Completed,19,25.7,1623.78
WO-0241,Planning,Lookahead Review,High,PLAN-B,2026-05-31,2026-06-08,2026-06-03,Completed,9,11.5,630.04
WO-0242,Construction,Work Front Preparation,High,CON-A,2026-07-01,2026-07-07,2026-07-10,Completed,54,43.3,2648.13
WO-0243,Construction,Installation,Medium,CON-B,2026-07-27,2026-08-13,2026-08-16,Completed,57,48.5,2746.33
WO-0244,QA/QC,Inspection,High,QA-C,2026-06-13,2026-06-17,2026-06-13,Completed,6,7.6,359.87
WO-0245,QA/QC,Quality Documentation,Critical,QA-B,2026-05-07,2026-05-12,2026-05-18,Completed,19,24.9,1329.98
WO-0246,Procurement,Vendor Follow-up,Medium,PROC-A,2026-07-24,2026-08-04,2026-08-12,Completed,6,6.3,320.86
WO-0247,Construction,Installation,Medium,CON-C,2026-05-04,2026-05-17,,In Progress,20,9.6,620.48
WO-0248,QA/QC,Test Package,High,QA-B,2026-03-02,2026-03-12,2026-03-15,Completed,19,17.1,870.87
WO-0249,QA/QC,Test Package,High,QA-C,2026-06-03,2026-06-08,2026-06-09,Completed,24,32.4,1630.61
WO-0250,QA/QC,Quality Documentation,High,QA-B,2026-01-24,2026-02-02,2026-02-05,Completed,18,14.9,772.28
WO-0251,QA/QC,Test Package,Medium,QA-A,2026-07-12,2026-07-20,2026-07-21,Completed,22,23.1,1219.18
WO-0252,Planning,Recovery Planning,Medium,PLAN-A,2026-05-02,2026-05-10,2026-05-12,Completed,20,26.4,1523.23
WO-0253,Construction,Installation,Critical,CON-B,2026-02-14,2026-02-17,2026-02-24,Completed,15,21.7,1306.41
WO-0254,Procurement,Delivery Tracking,Medium,PROC-A,2026-01-23,2026-02-07,2026-02-12,Completed,11,12.5,661.07
WO-0255,Engineering,Material Submittal,Low,ENG-A,2026-02-07,2026-02-20,2026-02-25,Completed,30,36.8,2340.57
WO-0256,Construction,Punch List,Medium,CON-A,2026-06-08,2026-06-15,,On Hold,13,12.8,814.67
WO-0257,Engineering,Technical Query,Medium,ENG-B,2026-06-28,2026-07-08,,On Hold,36,17.0,1117.59
WO-0258,Construction,Installation,Medium,CON-A,2026-07-30,2026-08-17,,In Progress,13,4.4,247.15
WO-0259,Construction,Punch List,High,CON-C,2026-05-26,2026-06-02,,In Progress,25,6.1,346.47
WO-0260,Engineering,Technical Query,High,ENG-C,2026-04-12,2026-04-16,2026-04-18,Completed,36,33.0,2233.22
WO-0261,Construction,Site Rectification,Medium,CON-B,2026-07-11,2026-07-22,2026-07-27,Completed,46,43.4,2390.14
WO-0262,Engineering,Material Submittal,Medium,ENG-C,2026-01-03,2026-01-12,2026-01-14,Completed,22,21.2,1415.76
WO-0263,QA/QC,Test Package,Medium,QA-B,2026-03-31,2026-04-11,2026-04-14,Completed,20,17.3,910.87
WO-0264,Construction,Site Rectification,Medium,CON-C,2026-06-05,2026-06-16,2026-06-18,Completed,27,32.8,2072.72
WO-0265,QA/QC,Test Package,Medium,QA-C,2026-07-15,2026-07-22,2026-07-22,Completed,8,11.6,577.31
WO-0266,QA/QC,Quality Documentation,High,QA-C,2026-07-01,2026-07-08,2026-07-02,Completed,19,26.4,1438.44
WO-0267,Construction,Punch List,High,CON-C,2026-02-16,2026-02-27,2026-03-09,Completed,56,51.5,3134.97
WO-0268,QA/QC,Inspection,Medium,QA-A,2026-07-10,2026-07-23,2026-07-16,Completed,13,14.3,688.51
WO-0269,Engineering,Design Review,Medium,ENG-A,2026-05-09,2026-05-26,2026-05-30,Completed,11,15.9,961.54
WO-0270,Planning,Recovery Planning,Low,PLAN-A,2026-07-19,2026-07-31,,On Hold,14,2.9,153.15
WO-0271,Procurement,Vendor Follow-up,Medium,PROC-A,2026-05-06,2026-05-15,2026-05-18,Completed,16,22.8,1077.25
WO-0272,Engineering,Drawing Revision,High,ENG-A,2026-03-24,2026-03-28,2026-03-29,Completed,22,19.4,1184.01
WO-0273,Construction,Punch List,Low,CON-A,2026-03-18,2026-04-06,2026-04-06,Completed,37,51.0,3310.01
WO-0274,QA/QC,Quality Documentation,Medium,QA-A,2026-02-12,2026-02-19,2026-02-20,Completed,8,9.0,433.88
WO-0275,Construction,Installation,Medium,CON-C,2026-03-07,2026-03-23,2026-03-31,Completed,11,9.1,488.47
WO-0276,QA/QC,Inspection,Medium,QA-B,2026-06-29,2026-07-09,2026-07-08,Completed,7,8.4,406.3
WO-0277,Procurement,Material Request,Medium,PROC-A,2026-03-14,2026-03-22,2026-03-24,Completed,11,14.7,786.1
WO-0278,QA/QC,Quality Documentation,Medium,QA-A,2026-05-21,2026-05-31,2026-05-27,Completed,4,5.4,294.05
WO-0279,Engineering,Design Review,High,ENG-A,2026-07-05,2026-07-12,,In Progress,26,6.3,421.42
WO-0280,Procurement,Delivery Tracking,Medium,PROC-B,2026-04-20,2026-04-28,,In Progress,8,7.7,410.3
WO-0281,QA/QC,Inspection,Medium,QA-B,2026-02-16,2026-03-01,2026-02-21,Completed,16,20.0,1045.42
WO-0282,QA/QC,NCR Review,Low,QA-C,2026-07-05,2026-07-16,,On Hold,19,14.8,723.33
WO-0283,QA/QC,Test Package,High,QA-C,2026-08-03,2026-08-14,,In Progress,18,7.6,383.0
WO-0284,Construction,Punch List,Critical,CON-C,2026-03-28,2026-04-02,2026-04-05,Completed,53,70.9,4508.01
WO-0285,Construction,Installation,High,CON-A,2026-05-10,2026-05-16,2026-05-18,Completed,30,28.7,1853.42
WO-0286,Engineering,Drawing Revision,Medium,ENG-B,2026-04-14,2026-04-22,2026-04-29,Completed,36,36.2,2504.18
WO-0287,Procurement,Material Request,Low,PROC-B,2026-01-10,2026-01-20,2026-01-31,Completed,17,24.1,1133.59
WO-0288,Engineering,Drawing Revision,High,ENG-B,2026-05-24,2026-06-02,2026-06-05,Completed,14,14.3,959.81
WO-0289,Planning,Lookahead Review,Medium,PLAN-B,2026-06-29,2026-07-06,2026-07-03,Completed,17,14.8,841.99
WO-0290,Engineering,Material Submittal,Medium,ENG-A,2026-07-03,2026-07-11,,On Hold,15,8.7,563.6
WO-0291,Planning,Progress Verification,Critical,PLAN-A,2026-05-16,2026-05-22,2026-05-23,Completed,20,25.0,1290.03
WO-0292,Procurement,Material Request,Medium,PROC-B,2026-05-10,2026-05-23,2026-05-20,Completed,13,18.6,892.47
WO-0293,Engineering,Material Submittal,High,ENG-C,2026-05-12,2026-05-24,2026-05-31,Completed,21,20.8,1258.6
WO-0294,Construction,Punch List,Medium,CON-C,2026-06-13,2026-07-01,2026-07-14,Completed,47,55.0,3339.21
WO-0295,QA/QC,Test Package,High,QA-B,2026-07-26,2026-07-31,2026-07-31,Completed,5,6.4,311.3
WO-0296,QA/QC,Test Package,Low,QA-A,2026-06-26,2026-07-15,2026-07-13,Completed,18,15.6,884.99
WO-0297,Construction,Punch List,High,CON-C,2026-04-10,2026-04-18,2026-04-15,Completed,34,48.8,2742.05
WO-0298,Construction,Installation,High,CON-A,2026-06-08,2026-06-17,2026-06-29,Completed,48,44.5,2734.52
WO-0299,Engineering,Material Submittal,Medium,ENG-C,2026-01-20,2026-01-29,2026-02-02,Completed,35,31.7,2134.67
WO-0300,Engineering,Material Submittal,High,ENG-A,2026-01-11,2026-01-15,2026-01-21,Completed,27,30.2,1921.06
WO-0301,QA/QC,Test Package,Medium,QA-A,2026-05-14,2026-05-29,2026-06-02,Completed,16,15.0,758.95
WO-0302,QA/QC,NCR Review,Critical,QA-C,2026-05-16,2026-05-18,2026-05-19,Completed,18,17.2,931.34
WO-0303,Planning,Progress Verification,Critical,PLAN-B,2026-04-08,2026-04-14,2026-04-20,Completed,4,4.2,248.7
WO-0304,QA/QC,Inspection,Medium,QA-C,2026-02-19,2026-03-06,2026-03-02,Completed,21,24.1,1300.73
WO-0305,Engineering,Drawing Revision,High,ENG-B,2026-08-02,2026-08-14,,On Hold,35,35.0,2309.57
WO-0306,Engineering,Material Submittal,High,ENG-A,2026-01-23,2026-01-29,2026-02-05,Completed,22,24.1,1477.73
WO-0307,QA/QC,Quality Documentation,High,QA-C,2026-01-02,2026-01-06,2026-01-04,Completed,15,21.0,1008.3
WO-0308,Procurement,Delivery Tracking,High,PROC-B,2026-07-15,2026-07-25,2026-07-30,Completed,8,8.4,433.62
WO-0309,Construction,Punch List,Medium,CON-C,2026-06-15,2026-06-22,2026-06-28,Completed,12,9.6,574.21
WO-0310,Construction,Installation,Medium,CON-C,2026-07-09,2026-07-19,,In Progress,19,7.4,465.1
WO-0311,Engineering,Drawing Revision,High,ENG-C,2026-01-14,2026-01-26,2026-01-31,Completed,12,14.1,969.78
WO-0312,QA/QC,NCR Review,Low,QA-C,2026-01-18,2026-02-03,2026-02-08,Completed,13,16.3,791.26
WO-0313,Construction,Site Rectification,Critical,CON-A,2026-01-02,2026-01-09,2026-01-10,Completed,37,45.9,2590.17
WO-0314,Construction,Work Front Preparation,Medium,CON-B,2026-05-05,2026-05-14,,Not Started,18,6.6,406.3
WO-0315,Construction,Installation,High,CON-C,2026-06-11,2026-06-21,2026-07-02,Completed,12,13.9,821.97
WO-0316,Planning,Recovery Planning,High,PLAN-A,2026-04-04,2026-04-12,2026-04-17,Completed,20,16.1,843.49
WO-0317,Planning,Progress Verification,High,PLAN-A,2026-04-25,2026-05-01,2026-05-04,Completed,15,12.4,728.05
WO-0318,Engineering,Technical Query,Medium,ENG-A,2026-06-21,2026-07-06,2026-07-10,Completed,37,45.2,2585.8
WO-0319,Planning,Lookahead Review,High,PLAN-B,2026-05-29,2026-06-08,2026-06-08,Completed,6,6.8,367.56
WO-0320,Planning,Recovery Planning,Medium,PLAN-B,2026-05-05,2026-05-21,,In Progress,18,4.8,274.97
WO-0321,Engineering,Drawing Revision,Medium,ENG-C,2026-07-03,2026-07-20,,In Progress,15,9.1,533.93
WO-0322,Engineering,Material Submittal,Low,ENG-A,2026-02-02,2026-02-17,2026-02-23,Completed,17,15.6,1074.38
WO-0323,Construction,Installation,High,CON-C,2026-06-19,2026-06-26,2026-07-04,Completed,40,54.5,2963.52
WO-0324,Procurement,Vendor Follow-up,High,PROC-A,2026-06-09,2026-06-18,2026-06-24,Completed,5,4.4,199.48
WO-0325,Procurement,Purchase Review,High,PROC-A,2026-02-15,2026-02-19,2026-03-01,Completed,6,5.2,260.85
WO-0326,Planning,Schedule Update,High,PLAN-B,2026-05-14,2026-05-18,2026-05-24,Completed,11,14.3,768.5
WO-0327,Procurement,Material Request,Medium,PROC-B,2026-05-03,2026-05-11,,In Progress,16,3.3,168.47
WO-0328,Engineering,Design Review,Medium,ENG-B,2026-06-17,2026-07-05,2026-07-05,Completed,17,18.3,1167.26
WO-0329,QA/QC,Quality Documentation,Medium,QA-C,2026-03-12,2026-03-22,2026-03-26,Completed,19,21.2,1231.9
WO-0330,Construction,Work Front Preparation,High,CON-C,2026-01-31,2026-02-06,2026-02-18,Completed,35,45.9,2865.03
WO-0331,Construction,Installation,Medium,CON-C,2026-01-02,2026-01-11,2026-01-17,Completed,14,16.7,1026.12
WO-0332,Planning,Recovery Planning,High,PLAN-B,2026-07-02,2026-07-13,2026-07-18,Completed,20,19.7,983.16
WO-0333,Construction,Punch List,High,CON-C,2026-01-10,2026-01-14,2026-01-21,Completed,27,28.5,1700.83
WO-0334,Construction,Installation,Critical,CON-C,2026-03-14,2026-03-17,2026-03-17,Completed,22,24.1,1382.24
WO-0335,Engineering,Drawing Revision,Medium,ENG-A,2026-05-24,2026-06-08,,Not Started,40,37.8,2528.49
WO-0336,Construction,Work Front Preparation,Critical,CON-C,2026-05-04,2026-05-11,2026-05-19,Completed,47,45.5,2597.27
WO-0337,Procurement,Vendor Follow-up,High,PROC-A,2026-07-24,2026-08-02,2026-08-03,Completed,11,10.6,468.33
WO-0338,Construction,Site Rectification,Low,CON-A,2026-05-02,2026-05-22,2026-05-22,Completed,57,64.1,3509.33
WO-0339,Construction,Site Rectification,Medium,CON-A,2026-08-02,2026-08-18,,Not Started,17,13.2,800.78
WO-0340,Construction,Installation,High,CON-B,2026-06-08,2026-06-16,2026-06-10,Completed,58,80.9,4512.29
WO-0341,Engineering,Drawing Revision,Low,ENG-B,2026-05-03,2026-05-14,,In Progress,19,5.7,358.35
WO-0342,QA/QC,Inspection,Low,QA-A,2026-04-08,2026-04-21,,In Progress,9,3.6,187.89
WO-0343,Construction,Site Rectification,Medium,CON-B,2026-02-23,2026-03-13,2026-03-11,Completed,27,38.8,2365.0
WO-0344,Procurement,Delivery Tracking,High,PROC-B,2026-04-08,2026-04-14,2026-04-23,Completed,8,8.6,383.73
WO-0345,Planning,Lookahead Review,High,PLAN-B,2026-03-06,2026-03-11,2026-03-14,Completed,10,12.1,664.81
WO-0346,QA/QC,Test Package,Medium,QA-C,2026-07-27,2026-08-08,2026-08-04,Completed,23,21.4,1142.51
WO-0347,Construction,Punch List,Critical,CON-B,2026-04-01,2026-04-06,2026-04-12,Completed,38,37.5,2259.77
WO-0348,Engineering,Drawing Revision,High,ENG-B,2026-04-18,2026-04-23,2026-04-22,Completed,28,28.2,1685.63
WO-0349,QA/QC,Quality Documentation,Medium,QA-B,2026-07-19,2026-08-06,2026-08-09,Completed,9,8.6,427.24
WO-0350,Procurement,Material Request,Medium,PROC-B,2026-01-27,2026-02-04,2026-02-09,Completed,15,17.1,918.58
WO-0351,Engineering,Drawing Revision,Low,ENG-B,2026-03-21,2026-04-07,2026-04-06,Completed,16,13.2,800.81
WO-0352,Planning,Recovery Planning,Medium,PLAN-B,2026-05-21,2026-05-30,2026-05-30,Completed,18,21.8,1246.82
WO-0353,Construction,Site Rectification,Critical,CON-B,2026-05-19,2026-05-23,2026-05-25,Completed,26,29.6,1831.52
WO-0354,Engineering,Technical Query,Medium,ENG-A,2026-06-26,2026-07-10,,In Progress,26,22.8,1442.73
WO-0355,Engineering,Material Submittal,Medium,ENG-A,2026-07-03,2026-07-16,2026-07-19,Completed,23,26.1,1741.17
WO-0356,Construction,Site Rectification,Medium,CON-C,2026-05-17,2026-05-30,2026-06-10,Completed,28,30.6,1870.82
WO-0357,Construction,Site Rectification,Low,CON-A,2026-05-17,2026-05-27,2026-06-04,Completed,55,59.7,3122.59
WO-0358,Engineering,Design Review,Medium,ENG-B,2026-04-18,2026-05-02,2026-04-30,Completed,10,14.2,803.21
WO-0359,Procurement,Material Request,Medium,PROC-A,2026-02-19,2026-03-04,,In Progress,10,10.3,471.84
WO-0360,Planning,Progress Verification,Medium,PLAN-A,2026-05-14,2026-05-28,,In Progress,14,11.5,672.88
WO-0361,Construction,Installation,Medium,CON-C,2026-03-18,2026-03-30,2026-04-14,Completed,17,16.2,935.39
WO-0362,Engineering,Technical Query,Medium,ENG-B,2026-07-22,2026-07-29,,On Hold,38,12.6,835.55
WO-0363,QA/QC,Quality Documentation,Low,QA-C,2026-03-28,2026-04-08,2026-04-10,Completed,21,20.0,1160.61
WO-0364,Procurement,Delivery Tracking,High,PROC-B,2026-07-07,2026-07-17,,Not Started,11,6.7,320.39
WO-0365,QA/QC,Quality Documentation,Medium,QA-A,2026-05-20,2026-06-01,,Not Started,23,15.4,732.85
WO-0366,Engineering,Technical Query,High,ENG-C,2026-04-04,2026-04-16,2026-04-18,Completed,9,10.8,656.27
WO-0367,Construction,Site Rectification,High,CON-C,2026-05-18,2026-05-30,2026-06-08,Completed,45,48.0,2702.83
WO-0368,Engineering,Design Review,Low,ENG-A,2026-02-15,2026-02-26,2026-03-04,Completed,10,11.7,786.32
WO-0369,Construction,Site Rectification,Low,CON-A,2026-06-05,2026-06-17,2026-06-14,Completed,15,15.5,956.14
WO-0370,Planning,Lookahead Review,High,PLAN-A,2026-07-30,2026-08-03,2026-08-05,Completed,13,11.1,578.45
WO-0371,Construction,Installation,High,CON-C,2026-04-09,2026-04-21,2026-05-04,Completed,50,58.1,3585.95
WO-0372,Procurement,Delivery Tracking,High,PROC-B,2026-01-27,2026-02-08,2026-02-13,Completed,8,9.2,455.72
WO-0373,Planning,Lookahead Review,Medium,PLAN-B,2026-04-06,2026-04-23,2026-04-20,Completed,11,14.3,868.1
WO-0374,QA/QC,Quality Documentation,Medium,QA-B,2026-01-01,2026-01-12,2026-01-12,Completed,13,10.5,609.65
WO-0375,Engineering,Technical Query,Low,ENG-C,2026-07-30,2026-08-17,,In Progress,17,10.1,585.09
WO-0376,QA/QC,NCR Review,Medium,QA-B,2026-01-24,2026-02-09,2026-02-11,Completed,14,18.7,1022.68
WO-0377,Construction,Installation,Medium,CON-B,2026-01-10,2026-01-18,2026-01-19,Completed,37,39.6,2505.63
WO-0378,Procurement,Vendor Follow-up,High,PROC-A,2026-06-12,2026-06-20,2026-06-21,Completed,20,25.1,1124.93
WO-0379,Construction,Work Front Preparation,Critical,CON-C,2026-05-28,2026-06-01,,In Progress,19,5.1,303.41
WO-0380,Engineering,Material Submittal,Medium,ENG-B,2026-05-09,2026-05-27,2026-05-28,Completed,20,22.3,1442.74
WO-0381,Engineering,Drawing Revision,Medium,ENG-B,2026-07-18,2026-07-30,,In Progress,35,12.7,768.34
WO-0382,Construction,Site Rectification,Medium,CON-B,2026-06-07,2026-06-23,2026-06-29,Completed,24,31.0,1955.52
WO-0383,Engineering,Design Review,Medium,ENG-C,2026-02-07,2026-02-14,2026-02-24,Completed,27,29.5,1655.25
WO-0384,Engineering,Drawing Revision,Medium,ENG-C,2026-07-12,2026-07-27,,On Hold,17,13.1,798.27
WO-0385,Planning,Schedule Update,Medium,PLAN-A,2026-03-14,2026-04-01,2026-04-08,Completed,4,4.9,296.67
WO-0386,QA/QC,Inspection,Low,QA-C,2026-04-09,2026-04-26,2026-04-30,Completed,14,15.6,836.64
WO-0387,Engineering,Drawing Revision,Medium,ENG-B,2026-05-24,2026-05-31,2026-05-31,Completed,39,40.0,2424.0
WO-0388,Construction,Punch List,Critical,CON-C,2026-03-12,2026-03-17,2026-03-23,Completed,11,15.6,1003.25
WO-0389,Engineering,Technical Query,High,ENG-C,2026-02-05,2026-02-15,,In Progress,22,15.1,930.42
WO-0390,QA/QC,Test Package,Medium,QA-A,2026-02-22,2026-03-10,2026-03-08,Completed,8,9.1,439.96
WO-0391,Planning,Progress Verification,High,PLAN-A,2026-03-23,2026-04-04,2026-04-12,Completed,14,18.8,963.7
WO-0392,Engineering,Technical Query,High,ENG-B,2026-04-16,2026-04-24,2026-04-27,Completed,14,20.2,1297.15
WO-0393,Construction,Punch List,Medium,CON-A,2026-06-25,2026-07-07,,In Progress,18,12.9,790.58
WO-0394,QA/QC,Quality Documentation,Medium,QA-A,2026-02-11,2026-02-21,2026-02-23,Completed,4,5.6,322.95
WO-0395,Engineering,Drawing Revision,High,ENG-A,2026-02-15,2026-02-26,2026-03-05,Completed,37,48.3,3095.65
WO-0396,Procurement,Delivery Tracking,Medium,PROC-A,2026-05-14,2026-05-28,,In Progress,10,5.4,275.2
WO-0397,Construction,Installation,Medium,CON-B,2026-04-12,2026-04-23,2026-04-24,Completed,49,68.5,4178.76
WO-0398,Planning,Recovery Planning,High,PLAN-B,2026-01-24,2026-02-05,2026-02-03,Completed,14,16.6,964.84
WO-0399,Engineering,Material Submittal,Low,ENG-B,2026-06-27,2026-07-12,2026-07-15,Completed,36,43.6,2483.61
WO-0400,Construction,Punch List,Medium,CON-B,2026-01-12,2026-01-24,2026-01-28,Completed,21,21.0,1291.85
WO-0401,Planning,Lookahead Review,High,PLAN-A,2026-02-03,2026-02-11,2026-02-10,Completed,19,21.9,1085.57
WO-0402,Planning,Progress Verification,Medium,PLAN-B,2026-04-27,2026-05-11,2026-05-14,Completed,11,13.3,790.33
WO-0403,Engineering,Drawing Revision,Low,ENG-C,2026-03-31,2026-04-11,2026-04-13,Completed,27,27.4,1561.7
WO-0404,Engineering,Drawing Revision,Medium,ENG-B,2026-06-06,2026-06-20,2026-06-18,Completed,27,36.0,2381.23
WO-0405,Procurement,Material Request,Medium,PROC-A,2026-02-01,2026-02-13,2026-02-28,Completed,9,10.8,479.03
WO-0406,Construction,Installation,Medium,CON-C,2026-06-04,2026-06-17,2026-06-22,Completed,49,57.1,3359.28
WO-0407,Construction,Work Front Preparation,High,CON-C,2026-03-01,2026-03-05,2026-03-14,Completed,50,65.9,4060.11
WO-0408,Engineering,Material Submittal,Medium,ENG-B,2026-03-31,2026-04-07,2026-04-07,Completed,12,12.1,676.19
WO-0409,Construction,Site Rectification,Medium,CON-C,2026-06-07,2026-06-16,,In Progress,53,32.0,1684.92
WO-0410,Engineering,Drawing Revision,High,ENG-C,2026-03-27,2026-03-31,2026-04-11,Completed,28,32.5,1821.8
WO-0411,Construction,Site Rectification,High,CON-B,2026-01-17,2026-01-21,,In Progress,50,17.1,1024.78
WO-0412,Engineering,Design Review,High,ENG-B,2026-06-30,2026-07-04,2026-07-10,Completed,39,52.2,3128.23
WO-0413,Construction,Punch List,Low,CON-A,2026-07-19,2026-08-04,2026-08-05,Completed,40,55.5,3006.21
WO-0414,QA/QC,Quality Documentation,High,QA-C,2026-03-21,2026-03-26,2026-03-28,Completed,8,8.4,476.22
WO-0415,Engineering,Technical Query,Critical,ENG-C,2026-06-02,2026-06-04,2026-06-08,Completed,27,22.0,1455.21
WO-0416,Construction,Punch List,Medium,CON-A,2026-03-15,2026-03-30,2026-04-05,Completed,27,21.9,1317.26
WO-0417,Construction,Punch List,Medium,CON-C,2026-03-23,2026-04-01,2026-04-11,Completed,14,14.0,890.19
WO-0418,Construction,Installation,Low,CON-B,2026-06-22,2026-07-03,2026-07-10,Completed,35,41.5,2609.09
WO-0419,Construction,Site Rectification,Medium,CON-A,2026-07-02,2026-07-16,,In Progress,54,31.7,1931.61
WO-0420,Construction,Work Front Preparation,Medium,CON-A,2026-02-06,2026-02-18,2026-02-28,Completed,52,52.8,3336.1
WO-0421,QA/QC,Quality Documentation,Low,QA-B,2026-01-29,2026-02-19,2026-02-18,Completed,15,13.0,729.99
WO-0422,Procurement,Delivery Tracking,Medium,PROC-A,2026-07-22,2026-08-06,,On Hold,10,6.7,358.34
WO-0423,QA/QC,Test Package,Medium,QA-C,2026-06-01,2026-06-14,2026-06-14,Completed,9,11.1,529.37
WO-0424,Planning,Recovery Planning,Low,PLAN-B,2026-03-25,2026-04-07,,In Progress,6,4.7,266.57
WO-0425,Procurement,Delivery Tracking,Medium,PROC-A,2026-01-24,2026-02-02,2026-02-02,Completed,17,20.0,905.32
WO-0426,Construction,Site Rectification,Medium,CON-C,2026-03-19,2026-04-06,2026-04-12,Completed,49,70.6,4049.44
WO-0427,Engineering,Technical Query,Low,ENG-C,2026-01-14,2026-01-24,2026-01-31,Completed,26,32.7,2000.51
WO-0428,QA/QC,Quality Documentation,Medium,QA-B,2026-05-20,2026-06-06,2026-06-04,Completed,21,22.0,1262.27
WO-0429,Procurement,Vendor Follow-up,Medium,PROC-A,2026-02-04,2026-02-12,2026-02-10,Completed,18,16.0,714.38
WO-0430,Procurement,Purchase Review,High,PROC-B,2026-06-09,2026-06-21,2026-06-17,Completed,17,17.9,815.95
WO-0431,QA/QC,Inspection,Medium,QA-C,2026-03-02,2026-03-15,2026-03-09,Completed,5,4.4,230.16
WO-0432,Construction,Punch List,High,CON-C,2026-07-12,2026-07-24,2026-07-27,Completed,49,42.0,2445.6
WO-0433,Procurement,Material Request,High,PROC-B,2026-06-06,2026-06-18,2026-07-01,Completed,19,19.3,905.69
WO-0434,Planning,Lookahead Review,Medium,PLAN-A,2026-06-27,2026-07-15,2026-07-12,Completed,9,10.6,608.88
WO-0435,QA/QC,Inspection,Medium,QA-A,2026-02-02,2026-02-13,2026-02-15,Completed,12,10.5,512.37
WO-0436,Construction,Punch List,High,CON-B,2026-07-26,2026-08-02,2026-08-05,Completed,43,58.5,3309.62
WO-0437,Engineering,Drawing Revision,Medium,ENG-A,2026-08-03,2026-08-16,,In Progress,18,14.8,895.5
WO-0438,Construction,Installation,Low,CON-B,2026-04-13,2026-05-08,,In Progress,44,34.4,1966.9
WO-0439,QA/QC,Quality Documentation,Low,QA-B,2026-04-08,2026-04-28,,In Progress,24,22.0,1183.25
WO-0440,Construction,Site Rectification,Medium,CON-B,2026-07-25,2026-08-05,,In Progress,57,44.0,2729.39
WO-0441,Construction,Punch List,Medium,CON-A,2026-06-22,2026-06-30,2026-07-02,Completed,16,20.3,1124.91
WO-0442,Engineering,Design Review,Low,ENG-C,2026-06-18,2026-07-04,,Not Started,13,4.0,259.01
WO-0443,Planning,Progress Verification,High,PLAN-A,2026-03-06,2026-03-11,2026-03-07,Completed,12,15.6,902.86
WO-0444,Construction,Site Rectification,Medium,CON-A,2026-03-12,2026-03-25,,Not Started,26,11.0,636.04
WO-0445,Construction,Punch List,High,CON-A,2026-06-15,2026-06-21,,In Progress,23,6.7,387.49
WO-0446,QA/QC,Inspection,Low,QA-C,2026-07-06,2026-07-24,2026-07-27,Completed,24,25.3,1227.92
WO-0447,QA/QC,Quality Documentation,Medium,QA-C,2026-07-01,2026-07-15,,In Progress,6,1.2,69.26
WO-0448,Procurement,Purchase Review,Low,PROC-B,2026-03-27,2026-04-15,,In Progress,5,4.6,215.24
WO-0449,Procurement,Delivery Tracking,High,PROC-A,2026-05-22,2026-05-29,2026-06-03,Completed,6,7.3,343.05
WO-0450,Engineering,Material Submittal,High,ENG-A,2026-01-10,2026-01-17,2026-01-14,Completed,27,38.6,2162.52
WO-0451,QA/QC,Test Package,High,QA-A,2026-04-14,2026-04-26,,In Progress,21,14.5,832.01
WO-0452,Engineering,Drawing Revision,Medium,ENG-A,2026-05-01,2026-05-11,2026-05-14,Completed,11,15.3,1025.02
WO-0453,Engineering,Drawing Revision,High,ENG-A,2026-07-29,2026-08-09,,In Progress,22,8.2,495.29
WO-0454,Procurement,Purchase Review,Medium,PROC-A,2026-03-24,2026-03-31,2026-04-08,Completed,11,13.8,676.81
WO-0455,QA/QC,Inspection,Low,QA-C,2026-06-06,2026-06-28,2026-07-03,Completed,4,3.7,176.93
WO-0456,Construction,Site Rectification,Medium,CON-B,2026-06-27,2026-07-07,2026-07-01,Completed,38,45.5,2396.94
WO-0457,Engineering,Material Submittal,High,ENG-A,2026-06-10,2026-06-20,2026-06-29,Completed,20,17.5,1103.06
WO-0458,Engineering,Technical Query,High,ENG-C,2026-05-10,2026-05-17,2026-05-24,Completed,15,21.4,1332.6
WO-0459,Engineering,Design Review,Low,ENG-B,2026-03-14,2026-03-30,2026-03-25,Completed,37,30.6,2016.52
